target_label,source_family,attention_share,expected_uniform_share,attention_enrichment,source_axis_count
chi_x,AAM,0.45249830424598186,0.25,1.8099932169839275,2
chi_x,OAM,0.2700710026408137,0.25,1.0802840105632547,2
chi_x,HAM,0.1074376675595792,0.25,0.4297506702383168,2
chi_x,SLAM,0.1699930255536251,0.25,0.6799721022145004,2
chi_y,AAM,0.4082578160937931,0.25,1.6330312643751723,2
chi_y,OAM,0.3047082410929025,0.25,1.21883296437161,2
chi_y,HAM,0.107167221907211,0.25,0.428668887628844,2
chi_y,SLAM,0.1798667209060929,0.25,0.7194668836243716,2
