variable_label,variable_name,variable_family,variable_axis,key_patch_index,last_key_patch_index,lag_days,attention_weight,lag_enrichment,attention_count
HAM_y,ham_y,HAM,y,20,47,216,0.0159177004965301,0.7199596923905842,9888
HAM_y,ham_y,HAM,y,19,47,224,0.0200212954968713,0.9055658353623798,9888
HAM_y,ham_y,HAM,y,18,47,232,0.0246009133675015,1.1127025555264582,9888
HAM_y,ham_y,HAM,y,17,47,240,0.0274213610992922,1.240271778343939,9888
HAM_y,ham_y,HAM,y,16,47,248,0.0279999371677674,1.2664408502130011,9888
HAM_y,ham_y,HAM,y,15,47,256,0.0260034592742075,1.176139891828637,9888
HAM_y,ham_y,HAM,y,14,47,264,0.0220326289809301,0.9965387140638944,9888
HAM_y,ham_y,HAM,y,13,47,272,0.0184919270105799,0.8363922970625337,9888
HAM_y,ham_y,HAM,y,12,47,280,0.0171836362810524,0.7772181348527748,9888
HAM_y,ham_y,HAM,y,11,47,288,0.0184907908759457,0.8363409095432193,9888
HAM_y,ham_y,HAM,y,10,47,296,0.0216195724196087,0.9778561113290508,9888
HAM_y,ham_y,HAM,y,9,47,304,0.0237055233189264,1.0722039455618917,9888
HAM_y,ham_y,HAM,y,8,47,312,0.0234991824090728,1.0628711190007831,9888
HAM_y,ham_y,HAM,y,7,47,320,0.0237046298866692,1.0721635355030927,9888
HAM_y,ham_y,HAM,y,6,47,328,0.0241162340203618,1.090780444744761,9888
HAM_y,ham_y,HAM,y,5,47,336,0.0216934628277946,0.9811981842346056,9888
HAM_y,ham_y,HAM,y,4,47,344,0.0188770813678963,0.853812879431001,9888
HAM_y,ham_y,HAM,y,3,47,352,0.018318582085424,0.8285518832402026,9888
SLAM_x,slam_x,SLAM,x,47,47,0,0.0122442828244276,0.612095196770075,2472
SLAM_x,slam_x,SLAM,x,46,47,8,0.0142003663805997,0.7098803726257964,4944
SLAM_x,slam_x,SLAM,x,45,47,16,0.0180775450925659,0.9037016442056296,7416
SLAM_x,slam_x,SLAM,x,44,47,24,0.0220506753476325,1.1023195608398606,9888
SLAM_x,slam_x,SLAM,x,43,47,32,0.0270827189157889,1.3538728565430145,9888
SLAM_x,slam_x,SLAM,x,42,47,40,0.0308218089490164,1.540791035618674,9888
SLAM_x,slam_x,SLAM,x,41,47,48,0.030896432275108,1.5445214770110098,9888
SLAM_x,slam_x,SLAM,x,40,47,56,0.0265276136894725,1.3261229876774925,9888
SLAM_x,slam_x,SLAM,x,39,47,64,0.02321844313428,1.1606966061433013,9888
SLAM_x,slam_x,SLAM,x,38,47,72,0.0214915724074471,1.0743698451158197,9888
SLAM_x,slam_x,SLAM,x,37,47,80,0.0198192808497804,0.990771512349055,9888
SLAM_x,slam_x,SLAM,x,36,47,88,0.0186837748737511,0.9340072441761036,9888
SLAM_x,slam_x,SLAM,x,35,47,96,0.0173081991655337,0.8652418214995167,9888
SLAM_x,slam_x,SLAM,x,34,47,104,0.0164534029254717,0.8225103132305888,9888
SLAM_x,slam_x,SLAM,x,33,47,112,0.0159675722342491,0.7982234981671913,9888
SLAM_x,slam_x,SLAM,x,32,47,120,0.0152820871995406,0.7639559054286611,9888
SLAM_x,slam_x,SLAM,x,31,47,128,0.0149378997134605,0.7467498746599451,9888
SLAM_x,slam_x,SLAM,x,30,47,136,0.0145918150857943,0.7294490052412954,9888
SLAM_x,slam_x,SLAM,x,29,47,144,0.0136591808249696,0.6828263520749419,9888
SLAM_x,slam_x,SLAM,x,28,47,152,0.0123895229495498,0.6193557921222328,9888
SLAM_x,slam_x,SLAM,x,27,47,160,0.0116038468724688,0.5800796205494078,9888
SLAM_x,slam_x,SLAM,x,26,47,168,0.0116057400927114,0.5801742631702562,9888
SLAM_x,slam_x,SLAM,x,25,47,176,0.0121735747941922,0.6085604821362501,9888
SLAM_x,slam_x,SLAM,x,24,47,184,0.0130338988320219,0.6515683265949582,9888
SLAM_x,slam_x,SLAM,x,23,47,192,0.0138226572484328,0.6909985851915552,9888
SLAM_x,slam_x,SLAM,x,22,47,200,0.0142811006099073,0.7139162998158725,9888
SLAM_x,slam_x,SLAM,x,21,47,208,0.014682633552554,0.7339890463428225,9888
SLAM_x,slam_x,SLAM,x,20,47,216,0.0150874848757092,0.7542276796594997,9888
SLAM_x,slam_x,SLAM,x,19,47,224,0.0154507493242008,0.7723873732297497,9888
SLAM_x,slam_x,SLAM,x,18,47,232,0.0158803649083163,0.7938639790273571,9888
SLAM_x,slam_x,SLAM,x,17,47,240,0.0163503170846212,0.8173570225932891,9888
SLAM_x,slam_x,SLAM,x,16,47,248,0.0168273569290049,0.8412043807115329,9888
SLAM_x,slam_x,SLAM,x,15,47,256,0.0172872663382131,0.8641953834809326,9888
SLAM_x,slam_x,SLAM,x,14,47,264,0.0180081109388903,0.9002306110250005,9888
SLAM_x,slam_x,SLAM,x,13,47,272,0.0186549347138754,0.9325655163438468,9888
SLAM_x,slam_x,SLAM,x,12,47,280,0.0188763245273886,0.9436328563757942,9888
SLAM_x,slam_x,SLAM,x,11,47,288,0.0197433060827027,0.9869735120356964,9888
SLAM_x,slam_x,SLAM,x,10,47,296,0.0213339779579949,1.0664916535605853,9888
SLAM_x,slam_x,SLAM,x,9,47,304,0.0240812124602715,1.2038266912558748,9888
SLAM_x,slam_x,SLAM,x,8,47,312,0.0278490134521534,1.3921801393578237,9888
SLAM_x,slam_x,SLAM,x,7,47,320,0.0317169626220194,1.585540023491051,9888
SLAM_x,slam_x,SLAM,x,6,47,328,0.0352213921726947,1.7607274579978758,9888
SLAM_x,slam_x,SLAM,x,5,47,336,0.0372876348265922,1.8640195186230109,9888
SLAM_x,slam_x,SLAM,x,4,47,344,0.0377552808092705,1.887397274910636,9888
SLAM_x,slam_x,SLAM,x,3,47,352,0.0358555542417394,1.7924294010191193,9888
SLAM_y,slam_y,SLAM,y,47,47,0,0.0371494755659805,1.672999191572362,2472
SLAM_y,slam_y,SLAM,y,46,47,8,0.0412181902354912,1.8562307513487644,4944
SLAM_y,slam_y,SLAM,y,45,47,16,0.0404923239541356,1.8235418995306376,7416
SLAM_y,slam_y,SLAM,y,44,47,24,0.0395777530904588,1.7823548762347272,9888
SLAM_y,slam_y,SLAM,y,43,47,32,0.0373504467443361,1.6820497801418053,9888
SLAM_y,slam_y,SLAM,y,42,47,40,0.0332596372609494,1.497823196742879,9888
SLAM_y,slam_y,SLAM,y,41,47,48,0.0311374080921447,1.4022501737149882,9888
SLAM_y,slam_y,SLAM,y,40,47,56,0.0288258770858065,1.298152082261991,9888
SLAM_y,slam_y,SLAM,y,39,47,64,0.0259180276780553,1.1671992320732552,9888
SLAM_y,slam_y,SLAM,y,38,47,72,0.0222752509757913,1.0031494740317946,9888
SLAM_y,slam_y,SLAM,y,37,47,80,0.0175146648019411,0.7887599921098634,9888
SLAM_y,slam_y,SLAM,y,36,47,88,0.0148669052288641,0.6695200955097568,9888
SLAM_y,slam_y,SLAM,y,35,47,96,0.0152498668958494,0.6867664913069658,9888
SLAM_y,slam_y,SLAM,y,34,47,104,0.0162012805232349,0.7296127012525105,9888
SLAM_y,slam_y,SLAM,y,33,47,112,0.0164265672203999,0.7397583212508207,9888
SLAM_y,slam_y,SLAM,y,32,47,120,0.0161334432369909,0.7265576991746723,9888
SLAM_y,slam_y,SLAM,y,31,47,128,0.0149357931991864,0.6726224143689727,9888
SLAM_y,slam_y,SLAM,y,30,47,136,0.0134186692392325,0.6042998574593845,9888
SLAM_y,slam_y,SLAM,y,29,47,144,0.0126849480130164,0.5712572640015362,9888
SLAM_y,slam_y,SLAM,y,28,47,152,0.0123702716983366,0.5570860486062814,9888
SLAM_y,slam_y,SLAM,y,27,47,160,0.0122264384697966,0.5506086254017123,9888
SLAM_y,slam_y,SLAM,y,26,47,168,0.0125875450267454,0.5668707924617526,9888
SLAM_y,slam_y,SLAM,y,25,47,176,0.0133974927997405,0.6033461921488873,9888
SLAM_y,slam_y,SLAM,y,24,47,184,0.0142960416607141,0.643811676387748,9888
SLAM_y,slam_y,SLAM,y,23,47,192,0.0154800885460649,0.6971343532706904,9888
SLAM_y,slam_y,SLAM,y,22,47,200,0.0170781532051558,0.7691020147788884,9888
SLAM_y,slam_y,SLAM,y,21,47,208,0.0188643030982992,0.8495399558730647,9888
SLAM_y,slam_y,SLAM,y,20,47,216,0.021632243179629,0.9741920928907438,9888
SLAM_y,slam_y,SLAM,y,19,47,224,0.025446265090256,1.1459537524001864,9888
SLAM_y,slam_y,SLAM,y,18,47,232,0.0282011894131605,1.270019734351298,9888
SLAM_y,slam_y,SLAM,y,17,47,240,0.028436805052618,1.2806305106362583,9888
SLAM_y,slam_y,SLAM,y,16,47,248,0.0264524582980009,1.1912669202841568,9888
SLAM_y,slam_y,SLAM,y,15,47,256,0.0232589662623798,1.0474503653398557,9888
SLAM_y,slam_y,SLAM,y,14,47,264,0.0206338972011838,0.9292323191819122,9888
SLAM_y,slam_y,SLAM,y,13,47,272,0.0201525826349429,0.9075566732153124,9888
SLAM_y,slam_y,SLAM,y,12,47,280,0.0209599038935324,0.9439137897662728,9888
SLAM_y,slam_y,SLAM,y,11,47,288,0.0219150412992133,0.9869276973167714,9888
SLAM_y,slam_y,SLAM,y,10,47,296,0.0235985000985249,1.062741020853236,9888
SLAM_y,slam_y,SLAM,y,9,47,304,0.0253335123061126,1.14087601405138,9888
SLAM_y,slam_y,SLAM,y,8,47,312,0.0255536559838289,1.1507900219677225,9888
SLAM_y,slam_y,SLAM,y,7,47,320,0.0245192961765054,1.104208392077049,9888
SLAM_y,slam_y,SLAM,y,6,47,328,0.0218054476460585,0.9819922280985388,9888
SLAM_y,slam_y,SLAM,y,5,47,336,0.01796649436608,0.809107802785961,9888
SLAM_y,slam_y,SLAM,y,4,47,344,0.0159415065702807,0.7179139731638169,9888
SLAM_y,slam_y,SLAM,y,3,47,352,0.0164945869294019,0.7428215386028176,9888
