family,lag_days,autocorr_x,autocorr_y,mean_abs_autocorr,abs_autocorr_x,abs_autocorr_y
OAM,5,0.1641867644428543,0.1338379674229082,0.1490123659328812,0.1641867644428543,0.1338379674229082
OAM,10,0.1665641459240865,0.1622042854585993,0.1643842156913429,0.1665641459240865,0.1622042854585993
OAM,15,0.1953628274918546,0.1169267930283692,0.1561448102601119,0.1953628274918546,0.1169267930283692
OAM,20,0.1487982047588111,0.0841209442872739,0.1164595745230425,0.1487982047588111,0.0841209442872739
OAM,25,0.1180498438453461,0.0584037479043795,0.0882267958748628,0.1180498438453461,0.0584037479043795
OAM,30,0.1383275673273576,0.0598554430092412,0.0990915051682994,0.1383275673273576,0.0598554430092412
OAM,35,0.1387373580809147,0.0485609542341832,0.0936491561575489,0.1387373580809147,0.0485609542341832
OAM,40,0.1132772281629716,0.0610896973374592,0.0871834627502154,0.1132772281629716,0.0610896973374592
OAM,45,0.1076822424861709,0.0610778534363822,0.0843800479612766,0.1076822424861709,0.0610778534363822
OAM,50,0.0868222225323403,0.0697824043791691,0.0783023134557547,0.0868222225323403,0.0697824043791691
OAM,55,0.0995654629811286,0.0617317909248626,0.0806486269529956,0.0995654629811286,0.0617317909248626
OAM,60,0.0523936093355485,0.044826273966736,0.0486099416511423,0.0523936093355485,0.044826273966736
OAM,65,0.08349867798905,0.0658122374089429,0.0746554576989964,0.08349867798905,0.0658122374089429
OAM,70,0.0258376840704401,0.0410328371634527,0.0334352606169464,0.0258376840704401,0.0410328371634527
OAM,75,0.005258071250836,0.0731412948255594,0.0391996830381977,0.005258071250836,0.0731412948255594
OAM,80,0.0616573558119582,0.0239194508465926,0.0427884033292754,0.0616573558119582,0.0239194508465926
OAM,85,0.0258058119962504,0.0394617654037017,0.032633788699976,0.0258058119962504,0.0394617654037017
OAM,90,0.0402525257515918,0.0261337886414971,0.0331931571965445,0.0402525257515918,0.0261337886414971
OAM,95,0.0405294916076165,0.0445188719660801,0.0425241817868483,0.0405294916076165,0.0445188719660801
OAM,100,-0.0336200110736698,0.0538799071374278,0.0437499591055488,0.0336200110736698,0.0538799071374278
OAM,105,-0.0364109519939018,0.0555051682600672,0.0459580601269845,0.0364109519939018,0.0555051682600672
OAM,110,0.0187958445154364,0.0208180310351821,0.0198069377753093,0.0187958445154364,0.0208180310351821
OAM,115,-0.0378039774614188,0.0535841289717908,0.0456940532166048,0.0378039774614188,0.0535841289717908
OAM,120,-0.0769588229380612,0.0210988799609748,0.049028851449518,0.0769588229380612,0.0210988799609748
OAM,125,-0.0563858625879317,0.0595213669402961,0.0579536147641139,0.0563858625879317,0.0595213669402961
OAM,130,-0.0673790653785777,0.040457538680102,0.0539183020293398,0.0673790653785777,0.040457538680102
OAM,135,-0.0485925865575489,0.066953300785157,0.0577729436713529,0.0485925865575489,0.066953300785157
OAM,140,-0.0443885936991085,0.0424407256469767,0.0434146596730426,0.0443885936991085,0.0424407256469767
OAM,145,-0.0179026693417521,0.06989809106576,0.043900380203756,0.0179026693417521,0.06989809106576
OAM,150,-0.0625398911712284,0.0633146022522394,0.0629272467117339,0.0625398911712284,0.0633146022522394
OAM,155,-0.0334507270022673,0.0630283398973718,0.0482395334498196,0.0334507270022673,0.0630283398973718
OAM,160,-0.0311247096155025,0.0780582285956755,0.054591469105589,0.0311247096155025,0.0780582285956755
OAM,165,-0.0349932096309575,0.0801331424215823,0.0575631760262699,0.0349932096309575,0.0801331424215823
OAM,170,-0.076960947612072,0.0659651425693038,0.0714630450906879,0.076960947612072,0.0659651425693038
OAM,175,-0.0283161815477936,0.0763578789522791,0.0523370302500363,0.0283161815477936,0.0763578789522791
OAM,180,-0.0366605070958732,0.0932667409609861,0.0649636240284297,0.0366605070958732,0.0932667409609861
OAM,185,-0.0904126297480822,0.0778282859429245,0.0841204578455034,0.0904126297480822,0.0778282859429245
OAM,190,-0.060387805675631,0.0889248156630391,0.074656310669335,0.060387805675631,0.0889248156630391
OAM,195,-0.0220521552176592,0.0599135024425386,0.0409828288300989,0.0220521552176592,0.0599135024425386
OAM,200,-0.0147498845049759,0.064913581076153,0.0398317327905644,0.0147498845049759,0.064913581076153
OAM,205,0.0007034459205641,0.0311664818835879,0.015934963902076,0.0007034459205641,0.0311664818835879
OAM,210,-0.0069395547503449,0.0585401545238838,0.0327398546371144,0.0069395547503449,0.0585401545238838
OAM,215,-0.0896034439925162,0.0291570685426068,0.0593802562675615,0.0896034439925162,0.0291570685426068
OAM,220,-0.0197020306763659,0.0673354781417275,0.0435187544090467,0.0197020306763659,0.0673354781417275
OAM,225,-0.0271096292191033,0.0660910228316855,0.0466003260253944,0.0271096292191033,0.0660910228316855
OAM,230,-0.0491747961035175,0.0372472927124403,0.0432110444079789,0.0491747961035175,0.0372472927124403
OAM,235,-0.0037148118489216,0.0578886406245495,0.0308017262367355,0.0037148118489216,0.0578886406245495
OAM,240,0.028354978742695,0.0154456126371064,0.0219002956899007,0.028354978742695,0.0154456126371064
OAM,245,-0.0119134037723257,0.0072606543286791,0.0095870290505024,0.0119134037723257,0.0072606543286791
OAM,250,-0.0064608643278577,0.0301383275270526,0.0182995959274552,0.0064608643278577,0.0301383275270526
OAM,255,-0.004647964118895,-0.0110513310607649,0.00784964758983,0.004647964118895,0.0110513310607649
OAM,260,-0.0217121357714881,0.0318609690066451,0.0267865523890666,0.0217121357714881,0.0318609690066451
OAM,265,0.000357600919828,-0.0214883357875151,0.0109229683536716,0.000357600919828,0.0214883357875151
OAM,270,0.0184117948534658,0.0046961855575678,0.0115539902055168,0.0184117948534658,0.0046961855575678
OAM,275,0.0143186452536576,0.0488538308334524,0.031586238043555,0.0143186452536576,0.0488538308334524
OAM,280,-0.0224766233551459,0.0004129143669792,0.0114447688610626,0.0224766233551459,0.0004129143669792
OAM,285,0.0340335897241638,0.0173213517608903,0.0256774707425271,0.0340335897241638,0.0173213517608903
OAM,290,0.0129106989183703,0.0376100716045095,0.0252603852614399,0.0129106989183703,0.0376100716045095
OAM,295,0.0238185945542356,0.0144454907305738,0.0191320426424047,0.0238185945542356,0.0144454907305738
OAM,300,0.0159259750011499,-0.0152213387476969,0.0155736568744234,0.0159259750011499,0.0152213387476969
OAM,305,0.0304614405616222,0.0162219499698342,0.0233416952657282,0.0304614405616222,0.0162219499698342
